age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
*,Private-sector,34545,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,1887,40,North-America,>50K
*,Private-sector,157886,Higher-education,10,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,40,North-America,<=50K
*,Private-sector,101299,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Self-employed,134447,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,70,North-America,<=50K
*,Private-sector,191822,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,50,North-America,<=50K
*,Private-sector,70919,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,266343,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,46,North-America,<=50K
*,Private-sector,87239,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,>50K
*,Government,236487,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,Western-Europe,<=50K
*,Private-sector,224147,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,197200,Higher-education,13,Never-married,Non-manual,Own-child,White,Male,0,0,60,North-America,<=50K
*,Private-sector,124265,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Male,0,0,50,North-America,<=50K
*,Private-sector,79980,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,25,North-America,<=50K
*,Private-sector,128814,Pre-higher-education,9,Previously-married,Manual-or-service,Unmarried,White,Female,0,0,25,North-America,<=50K
*,Unknown,208862,Pre-higher-education,9,Married-spouse-present,Unknown,Husband,White,Male,0,0,50,North-America,>50K
*,Private-sector,51262,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,35,North-America,<=50K
*,Self-employed,98116,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,>50K
*,Private-sector,57534,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,218962,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,204752,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,243631,Higher-education,16,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,45,East-Asia,>50K
*,Private-sector,170299,Higher-education,11,Previously-married,Non-manual,Unmarried,White,Female,0,0,43,North-America,<=50K
*,Private-sector,60331,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,269318,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,5178,0,50,North-America,>50K
*,Government,132819,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,41,North-America,>50K
*,Private-sector,119665,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,35,North-America,<=50K
*,Private-sector,150057,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Male,0,0,45,North-America,<=50K
*,Private-sector,128567,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Unknown,230874,Higher-education,10,Never-married,Unknown,Own-child,White,Female,0,0,40,North-America,<=50K
*,Self-employed,148526,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,160192,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Government,74660,Higher-education,10,Previously-married,Non-manual,Unmarried,White,Male,0,0,40,North-America,<=50K
*,Self-employed,142494,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,122042,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
*,Self-employed,37088,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,50,North-America,<=50K
*,Private-sector,61778,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,60,North-America,>50K
*,Private-sector,123302,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,Eastern-Southern-Europe,<=50K
*,Private-sector,89760,Pre-higher-education,8,Never-married,Manual-or-service,Own-child,White,Female,0,0,20,North-America,<=50K
*,Government,165304,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,1485,40,North-America,>50K
*,Private-sector,104945,Pre-higher-education,4,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,<=50K
*,Self-employed,192973,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,>50K
*,Private-sector,97863,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,Western-Europe,>50K
*,Private-sector,73585,Higher-education,11,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,29145,Higher-education,11,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,175232,Pre-higher-education,9,Previously-married,Manual-or-service,Other-relative,White,Male,0,0,40,North-America,<=50K
*,Private-sector,325374,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Self-employed,107231,Higher-education,12,Married-spouse-present,Manual-or-service,Husband,White,Male,0,1672,65,North-America,<=50K
*,Private-sector,129345,Higher-education,10,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,25,North-America,<=50K
*,Private-sector,228395,Higher-education,10,Never-married,Non-manual,Other-relative,Non-White,Female,0,0,20,North-America,<=50K
*,Private-sector,452402,Higher-education,10,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,60,North-America,<=50K
*,Self-employed,338260,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,60,North-America,>50K
*,Private-sector,165138,Higher-education,11,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,109055,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,3137,0,45,North-America,<=50K
*,Private-sector,193122,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Unknown,425497,Higher-education,12,Married-spouse-present,Unknown,Husband,White,Male,0,0,20,North-America,<=50K
*,Private-sector,191858,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,297155,Higher-education,10,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,40,North-America,<=50K
*,Government,181282,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Male,0,0,50,North-America,<=50K
*,Government,111700,Higher-education,14,Never-married,Non-manual,Not-in-family,White,Female,0,0,50,North-America,<=50K
*,Private-sector,35065,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,Non-White,Male,0,0,35,North-America,<=50K
*,Private-sector,298539,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,1902,55,North-America,>50K
*,Self-employed,95435,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
*,Private-sector,162160,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,47,North-America,<=50K
*,Private-sector,176037,Higher-education,11,Previously-married,Non-manual,Not-in-family,Non-White,Male,14344,0,40,North-America,>50K
*,Private-sector,314007,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,2051,40,North-America,<=50K
*,Private-sector,197683,Higher-education,10,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,40,North-America,>50K
*,Private-sector,242521,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,7688,0,50,North-America,>50K
*,Private-sector,290321,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,44064,Pre-higher-education,7,Never-married,Manual-or-service,Own-child,White,Male,0,0,35,North-America,<=50K
*,Unknown,174163,Higher-education,10,Married-spouse-present,Unknown,Wife,White,Female,0,0,40,North-America,>50K
*,Private-sector,374790,Pre-higher-education,5,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,231562,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Female,0,0,33,North-America,<=50K
*,Private-sector,376150,Higher-education,10,Married-spouse-absent,Non-manual,Not-in-family,White,Female,0,0,25,North-America,<=50K
*,Self-employed,120126,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Self-employed,33717,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,50,North-America,<=50K
*,Private-sector,132879,Pre-higher-education,2,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,Western-Europe,<=50K
*,Private-sector,304570,Higher-education,13,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,60,East-Asia,>50K
*,Private-sector,100292,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,52,North-America,>50K
*,Private-sector,117473,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,4386,0,40,North-America,>50K
*,Private-sector,130369,Pre-higher-education,9,Previously-married,Manual-or-service,Unmarried,White,Female,1151,0,48,Western-Europe,<=50K
*,Private-sector,347166,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,502752,Higher-education,13,Married-spouse-present,Non-manual,Wife,White,Female,0,0,40,North-America,>50K
*,Government,255575,Higher-education,12,Never-married,Non-manual,Not-in-family,White,Female,0,0,15,North-America,<=50K
*,Private-sector,277946,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,>50K
*,Unknown,214541,Pre-higher-education,9,Married-spouse-present,Unknown,Husband,White,Male,0,0,35,North-America,<=50K
*,Private-sector,143123,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,>50K
*,Private-sector,69132,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,37,North-America,<=50K
*,Self-employed,34973,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,1887,60,North-America,>50K
*,Private-sector,236992,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,50,North-America,<=50K
*,Private-sector,492263,Pre-higher-education,6,Previously-married,Manual-or-service,Own-child,White,Male,0,0,35,Central-America,<=50K
*,Private-sector,180019,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Female,0,0,65,North-America,<=50K
*,Self-employed,47086,Higher-education,13,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,222853,Higher-education,10,Never-married,Manual-or-service,Unmarried,White,Male,0,0,50,North-America,<=50K
*,Private-sector,344176,Pre-higher-education,9,Never-married,Non-manual,Unmarried,White,Male,0,0,20,North-America,<=50K
*,Self-employed,223212,Higher-education,13,Never-married,Non-manual,Unmarried,White,Male,0,0,40,North-America,<=50K
*,Private-sector,110981,Higher-education,10,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,162688,Higher-education,11,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Self-employed,181307,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,43,North-America,>50K
*,Private-sector,148903,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Female,4687,0,50,North-America,>50K
*,Private-sector,306440,Higher-education,15,Never-married,Non-manual,Not-in-family,White,Male,0,0,66,Western-Europe,<=50K
*,Private-sector,210311,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Female,0,0,20,North-America,<=50K
*,Private-sector,127117,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,54732,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,20,North-America,>50K
*,Private-sector,271521,Higher-education,13,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,48,Southeast-Asia,>50K
*,Unknown,216908,Pre-higher-education,6,Never-married,Unknown,Other-relative,White,Male,0,0,40,North-America,<=50K
*,Private-sector,543922,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,42,North-America,>50K
*,Private-sector,766115,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,35,North-America,<=50K
*,Unknown,52728,Higher-education,10,Married-spouse-present,Unknown,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,284166,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,1564,50,North-America,>50K
*,Private-sector,122206,Higher-education,11,Married-spouse-present,Non-manual,Husband,White,Male,0,0,25,North-America,<=50K
*,Unknown,95989,Higher-education,10,Never-married,Unknown,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,334039,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,7298,0,44,North-America,>50K
*,Self-employed,225456,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,112847,Higher-education,11,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,7298,0,32,North-America,>50K
*,Self-employed,171840,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,0,16,North-America,<=50K
*,Private-sector,180695,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Female,0,0,38,North-America,<=50K
*,Private-sector,121012,Pre-higher-education,5,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Self-employed,126569,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,60,North-America,<=50K
*,Private-sector,227791,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,1740,50,North-America,<=50K
*,Self-employed,290290,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
*,Government,251521,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,0,50,North-America,<=50K
*,Self-employed,41938,Higher-education,13,Married-spouse-present,Non-manual,Wife,White,Female,0,0,8,North-America,<=50K
*,Private-sector,27678,Higher-education,10,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,60,North-America,<=50K
*,Private-sector,215990,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,461337,Pre-higher-education,9,Never-married,Non-manual,Not-in-family,White,Female,0,0,33,North-America,<=50K
*,Government,344855,Higher-education,14,Married-spouse-present,Non-manual,Wife,White,Female,0,1977,20,North-America,>50K
*,Government,214542,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,258170,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,235700,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,278130,Higher-education,12,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,261241,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,50,North-America,>50K
*,Private-sector,85995,Higher-education,14,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,50,East-Asia,>50K
*,Private-sector,340885,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,44,North-America,<=50K
*,Private-sector,152889,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,<=50K
*,Government,109600,Higher-education,14,Married-spouse-absent,Non-manual,Unmarried,White,Female,4787,0,44,North-America,>50K
*,Unknown,249463,Higher-education,11,Married-spouse-present,Unknown,Husband,White,Male,0,0,20,North-America,<=50K
*,Private-sector,158177,Higher-education,10,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,35,North-America,<=50K
*,Government,47818,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,391468,Pre-higher-education,7,Previously-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Government,199995,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,7298,0,60,North-America,>50K
*,Private-sector,231043,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,50,North-America,<=50K
*,Private-sector,217379,Higher-education,10,Previously-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,421561,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,50953,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,138504,Higher-education,10,Never-married,Non-manual,Unmarried,Non-White,Female,0,0,30,North-America,<=50K
*,Government,177064,Higher-education,10,Never-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,103064,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,3674,0,40,North-America,<=50K
*,Private-sector,184493,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,104089,Higher-education,11,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,50,North-America,>50K
*,Private-sector,149204,Higher-education,13,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,405284,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,1340,42,North-America,<=50K
*,Government,137296,Higher-education,12,Never-married,Non-manual,Own-child,Non-White,Female,0,0,38,North-America,<=50K
*,Private-sector,87771,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Wife,White,Female,0,1628,45,North-America,<=50K
*,Government,125499,Higher-education,13,Married-spouse-present,Non-manual,Husband,Non-White,Male,7688,0,60,South-Asia,>50K
*,Private-sector,59083,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,35,North-America,<=50K
*,Government,138332,Higher-education,16,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Government,238162,Higher-education,12,Married-spouse-present,Manual-or-service,Husband,White,Male,0,1887,50,North-America,>50K
*,Private-sector,123677,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Wife,Non-White,Female,0,0,40,Southeast-Asia,<=50K
*,Government,325538,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,>50K
*,Private-sector,251063,Higher-education,10,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,40,North-America,<=50K
*,Private-sector,51471,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,1902,40,North-America,>50K
*,Private-sector,175681,Higher-education,13,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,60,Unknown,<=50K
*,Private-sector,165599,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,48,North-America,<=50K
*,Private-sector,149640,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Male,0,0,45,Western-Europe,>50K
*,Private-sector,143526,Higher-education,13,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,211160,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,342989,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Self-employed,173631,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,70,North-America,<=50K
*,Private-sector,137604,Higher-education,10,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,129232,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Government,271550,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,456922,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,232242,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,352188,Pre-higher-education,9,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,114967,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,201981,Pre-higher-education,9,Previously-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Government,159247,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,<=50K
*,Private-sector,125905,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,186824,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Government,121012,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
*,Private-sector,110844,Higher-education,14,Previously-married,Non-manual,Not-in-family,White,Female,0,0,27,North-America,<=50K
*,Private-sector,143003,Higher-education,14,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,1887,50,South-Asia,>50K
*,Government,59732,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,109633,Higher-education,13,Married-spouse-present,Non-manual,Wife,White,Female,0,0,16,North-America,>50K
*,Private-sector,160811,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Male,0,0,38,North-America,<=50K
*,Self-employed,365110,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,0,20,North-America,<=50K
*,Self-employed,113080,Pre-higher-education,5,Married-spouse-present,Non-manual,Husband,White,Male,0,0,58,North-America,>50K
*,Private-sector,206074,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
*,Private-sector,173062,Higher-education,13,Never-married,Manual-or-service,Unmarried,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,117273,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,293802,Pre-higher-education,3,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,52,North-America,<=50K
*,Government,153132,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,40,North-America,>50K
*,Private-sector,166809,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Unknown,34122,Pre-higher-education,3,Married-spouse-present,Unknown,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,231725,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,63210,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,15,North-America,<=50K
*,Private-sector,108293,Higher-education,13,Previously-married,Non-manual,Unmarried,White,Female,0,0,32,North-America,>50K
*,Private-sector,116878,Pre-higher-education,2,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,Western-Europe,<=50K
*,Private-sector,110622,Higher-education,15,Married-spouse-present,Non-manual,Other-relative,Non-White,Female,0,0,40,Southeast-Asia,<=50K
*,Government,180318,Pre-higher-education,6,Never-married,Manual-or-service,Unmarried,White,Male,0,0,35,North-America,<=50K
*,Self-employed,112318,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,252079,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,7688,0,44,North-America,>50K
*,Private-sector,27153,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,50,North-America,<=50K
*,Private-sector,73312,Pre-higher-education,7,Never-married,Manual-or-service,Unmarried,White,Female,0,0,15,North-America,<=50K
*,Private-sector,145409,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,236696,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Own-child,White,Male,0,0,35,North-America,<=50K
*,Self-employed,28791,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,50,North-America,<=50K
*,Private-sector,187292,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,6418,0,40,North-America,>50K
*,Private-sector,189922,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Unknown,584259,Higher-education,14,Married-spouse-present,Unknown,Husband,White,Male,0,0,2,North-America,>50K
*,Private-sector,173992,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,>50K
*,Private-sector,253759,Pre-higher-education,9,Never-married,Non-manual,Not-in-family,White,Male,0,0,3,North-America,<=50K
*,Private-sector,111243,Pre-higher-education,9,Never-married,Non-manual,Unmarried,White,Female,0,0,35,North-America,<=50K
*,Self-employed,147850,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,30,North-America,<=50K
*,Private-sector,171015,Higher-education,10,Never-married,Non-manual,Own-child,White,Female,0,0,36,North-America,<=50K
*,Private-sector,118023,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Male,0,0,45,Unknown,<=50K
*,Self-employed,361497,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,137290,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,55,North-America,>50K
*,Government,401886,Pre-higher-education,9,Never-married,Non-manual,Other-relative,White,Male,0,0,20,North-America,<=50K
*,Private-sector,201882,Higher-education,14,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,30,North-America,<=50K
*,Government,30793,Higher-education,13,Married-spouse-present,Non-manual,Wife,White,Female,0,0,55,North-America,>50K
*,Government,139161,Higher-education,12,Previously-married,Non-manual,Not-in-family,Non-White,Female,0,1741,40,North-America,<=50K
*,Private-sector,210736,Pre-higher-education,9,Married-spouse-absent,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,167781,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,50,North-America,<=50K
*,Private-sector,103986,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,7688,0,39,North-America,>50K
*,Private-sector,144592,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,>50K
*,Private-sector,493034,Higher-education,13,Never-married,Non-manual,Not-in-family,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,184078,Higher-education,11,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,191814,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,329852,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,223660,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,55,North-America,>50K
*,Private-sector,177087,Higher-education,10,Previously-married,Non-manual,Unmarried,White,Female,0,0,50,North-America,>50K
*,Private-sector,143766,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,30,North-America,<=50K
*,Private-sector,234271,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
